case,n,k,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
binding_visibility_toggle,10000,10000,1,32,53552000,0,0,0,0
binding_visibility_toggle,10000,10000,2,32,58021200,0,0,0,0
binding_visibility_toggle,10000,10000,3,32,60393100,0,0,0,0
binding_visibility_toggle,10000,10000,4,32,40946100,0,0,0,0
binding_visibility_toggle,10000,10000,5,32,44690300,0,0,0,0
binding_visibility_toggle,10000,10000,6,32,56768200,0,0,0,0
product_selected_probe,10000,1000,0,32,5058500,0,0,0,0
product_selected_probe,10000,1000,1,32,5229400,0,0,0,0
product_selected_probe,10000,1000,2,32,4975100,0,0,0,0
product_selected_probe,10000,1000,3,32,4834900,0,0,0,0
product_selected_probe,10000,1000,4,32,5021200,0,0,0,0
product_selected_probe,10000,1000,5,32,5378600,0,0,0,0
product_selected_probe,10000,1000,6,32,4811900,0,0,0,0
transform_full_before_select,10000,1000,0,32,35694500,0,0,0,0
transform_full_before_select,10000,1000,1,32,33921400,0,0,0,0
transform_full_before_select,10000,1000,2,32,35296300,0,0,0,0
transform_full_before_select,10000,1000,3,32,33870400,0,0,0,0
transform_full_before_select,10000,1000,4,32,33863800,0,0,0,0
transform_full_before_select,10000,1000,5,32,33294300,0,0,0,0
transform_full_before_select,10000,1000,6,32,34765700,0,0,0,0
transform_selected,10000,1000,0,32,3412500,0,0,0,0
transform_selected,10000,1000,1,32,3389300,0,0,0,0
transform_selected,10000,1000,2,32,3378900,0,0,0,0
transform_selected,10000,1000,3,32,3339200,0,0,0,0
transform_selected,10000,1000,4,32,3561900,0,0,0,0
transform_selected,10000,1000,5,32,3370900,0,0,0,0
transform_selected,10000,1000,6,32,3330700,0,0,0,0
binding_full_live_map,10000,1000,0,32,11263600,0,0,0,0
binding_full_live_map,10000,1000,1,32,12024700,0,0,0,0
binding_full_live_map,10000,1000,2,32,10971800,0,0,0,0
binding_full_live_map,10000,1000,3,32,12475700,0,0,0,0
binding_full_live_map,10000,1000,4,32,11436500,0,0,0,0
binding_full_live_map,10000,1000,5,32,13015300,0,0,0,0
binding_full_live_map,10000,1000,6,32,13410200,0,0,0,0
binding_retained_lookup,10000,1000,0,32,1806300,0,0,0,0
binding_retained_lookup,10000,1000,1,32,1618200,0,0,0,0
binding_retained_lookup,10000,1000,2,32,1610100,0,0,0,0
binding_retained_lookup,10000,1000,3,32,1902800,0,0,0,0
binding_retained_lookup,10000,1000,4,32,1833100,0,0,0,0
binding_retained_lookup,10000,1000,5,32,1611900,0,0,0,0
binding_retained_lookup,10000,1000,6,32,1618900,0,0,0,0
binding_visibility_toggle,10000,1000,0,32,3824600,0,0,0,0
binding_visibility_toggle,10000,1000,1,32,6056200,0,0,0,0
binding_visibility_toggle,10000,1000,2,32,3631200,0,0,0,0
binding_visibility_toggle,10000,1000,3,32,4096000,0,0,0,0
binding_visibility_toggle,10000,1000,4,32,4233500,0,0,0,0
binding_visibility_toggle,10000,1000,5,32,3678900,0,0,0,0
binding_visibility_toggle,10000,1000,6,32,3721200,0,0,0,0
product_selected_probe,10000,100,0,32,409700,0,0,0,0
product_selected_probe,10000,100,1,32,415600,0,0,0,0
product_selected_probe,10000,100,2,32,409300,0,0,0,0
product_selected_probe,10000,100,3,32,480200,0,0,0,0
product_selected_probe,10000,100,4,32,661600,0,0,0,0
product_selected_probe,10000,100,5,32,453600,0,0,0,0
product_selected_probe,10000,100,6,32,460700,0,0,0,0
transform_full_before_select,10000,100,0,32,34367100,0,0,0,0
transform_full_before_select,10000,100,1,32,33873300,0,0,0,0
transform_full_before_select,10000,100,2,32,34284100,0,0,0,0
transform_full_before_select,10000,100,3,32,34900200,0,0,0,0
transform_full_before_select,10000,100,4,32,34629200,0,0,0,0
transform_full_before_select,10000,100,5,32,33480900,0,0,0,0
transform_full_before_select,10000,100,6,32,34898100,0,0,0,0
transform_selected,10000,100,0,32,655900,0,0,0,0
transform_selected,10000,100,1,32,382000,0,0,0,0
transform_selected,10000,100,2,32,390300,0,0,0,0
transform_selected,10000,100,3,32,329600,0,0,0,0
transform_selected,10000,100,4,32,289600,0,0,0,0
transform_selected,10000,100,5,32,290500,0,0,0,0
transform_selected,10000,100,6,32,353400,0,0,0,0
binding_full_live_map,10000,100,0,32,7805500,0,0,0,0
binding_full_live_map,10000,100,1,32,8509400,0,0,0,0
binding_full_live_map,10000,100,2,32,6917600,0,0,0,0
binding_full_live_map,10000,100,3,32,9400500,0,0,0,0
binding_full_live_map,10000,100,4,32,7263800,0,0,0,0
binding_full_live_map,10000,100,5,32,6816000,0,0,0,0
binding_full_live_map,10000,100,6,32,8243700,0,0,0,0
binding_retained_lookup,10000,100,0,32,142300,0,0,0,0
binding_retained_lookup,10000,100,1,32,174700,0,0,0,0
binding_retained_lookup,10000,100,2,32,146900,0,0,0,0
binding_retained_lookup,10000,100,3,32,151200,0,0,0,0
binding_retained_lookup,10000,100,4,32,150700,0,0,0,0
binding_retained_lookup,10000,100,5,32,156500,0,0,0,0
binding_retained_lookup,10000,100,6,32,172100,0,0,0,0
binding_visibility_toggle,10000,100,0,32,533900,0,0,0,0
binding_visibility_toggle,10000,100,1,32,527600,0,0,0,0
binding_visibility_toggle,10000,100,2,32,512600,0,0,0,0
binding_visibility_toggle,10000,100,3,32,503600,0,0,0,0
binding_visibility_toggle,10000,100,4,32,524300,0,0,0,0
binding_visibility_toggle,10000,100,5,32,509700,0,0,0,0
binding_visibility_toggle,10000,100,6,32,507400,0,0,0,0
parking_resample,128,128,0,512,24459200,0,0,0,0
parking_resample,128,128,1,512,25496800,0,0,0,0
parking_resample,128,128,2,512,26819400,0,0,0,0
parking_resample,128,128,3,512,22292100,0,0,0,0
parking_resample,128,128,4,512,23134100,0,0,0,0
parking_resample,128,128,5,512,25186400,0,0,0,0
parking_resample,128,128,6,512,23853400,0,0,0,0
parking_cached_copy_kernel,128,128,0,512,25200,0,0,0,0
parking_cached_copy_kernel,128,128,1,512,25100,0,0,0,0
parking_cached_copy_kernel,128,128,2,512,25100,0,0,0,0
parking_cached_copy_kernel,128,128,3,512,25100,0,0,0,0
parking_cached_copy_kernel,128,128,4,512,25100,0,0,0,0
parking_cached_copy_kernel,128,128,5,512,25000,0,0,0,0
parking_cached_copy_kernel,128,128,6,512,25000,0,0,0,0
