case,dataset,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
source_full,all_active_10000,0,32,16147700,32,384,10485760,10483200
source_full,all_active_10000,1,32,22746800,32,384,10485760,10483200
source_full,all_active_10000,2,32,29400600,32,384,10485760,10483200
source_full,all_active_10000,3,32,30407300,32,384,10485760,10483200
source_full,all_active_10000,4,32,32947600,32,384,10485760,10483200
source_full,all_active_10000,5,32,30997900,32,384,10485760,10483200
source_full,all_active_10000,6,32,26742300,32,384,10485760,10483200
adapter_full,all_active_10000,0,32,91891900,33,384,10885760,10483200
adapter_full,all_active_10000,1,32,80284600,32,384,10485760,10483200
adapter_full,all_active_10000,2,32,88728600,32,384,10485760,10483200
adapter_full,all_active_10000,3,32,89746500,32,384,10485760,10483200
adapter_full,all_active_10000,4,32,83190400,32,384,10485760,10483200
adapter_full,all_active_10000,5,32,74616000,32,384,10485760,10483200
adapter_full,all_active_10000,6,32,71138300,32,384,10485760,10483200
transform_convert,all_active_10000,0,32,370400,0,0,0,0
transform_convert,all_active_10000,1,32,631100,0,0,0,0
transform_convert,all_active_10000,2,32,383100,0,0,0,0
transform_convert,all_active_10000,3,32,372600,0,0,0,0
transform_convert,all_active_10000,4,32,430600,0,0,0,0
transform_convert,all_active_10000,5,32,385000,0,0,0,0
transform_convert,all_active_10000,6,32,381800,0,0,0,0
fresh_output,all_active_10000,0,32,111370500,96,384,25845760,10483200
fresh_output,all_active_10000,1,32,97067000,96,384,25845760,10483200
fresh_output,all_active_10000,2,32,114976800,96,384,25845760,10483200
fresh_output,all_active_10000,3,32,114537100,96,384,25845760,10483200
fresh_output,all_active_10000,4,32,112652400,96,384,25845760,10483200
fresh_output,all_active_10000,5,32,112910200,96,384,25845760,10483200
fresh_output,all_active_10000,6,32,126653500,96,384,25845760,10483200
alternate,all_active_10000,0,32,78972800,33,384,10885760,10483200
alternate,all_active_10000,1,32,78087500,32,384,10485760,10483200
alternate,all_active_10000,2,32,77294400,32,384,10485760,10483200
alternate,all_active_10000,3,32,77761400,32,384,10485760,10483200
alternate,all_active_10000,4,32,69408700,32,384,10485760,10483200
alternate,all_active_10000,5,32,77597500,32,384,10485760,10483200
alternate,all_active_10000,6,32,78645600,32,384,10485760,10483200
