case,dataset,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
source_full,all_active_10000,0,32,8657300,32,384,10485760,10483200
source_full,all_active_10000,1,32,9047700,32,384,10485760,10483200
source_full,all_active_10000,2,32,13623600,32,384,10485760,10483200
source_full,all_active_10000,3,32,16101600,32,384,10485760,10483200
source_full,all_active_10000,4,32,18062300,32,384,10485760,10483200
source_full,all_active_10000,5,32,16063000,32,384,10485760,10483200
source_full,all_active_10000,6,32,16542800,32,384,10485760,10483200
adapter_full,all_active_10000,0,32,88710300,33,384,10885760,10483200
adapter_full,all_active_10000,1,32,96422400,32,384,10485760,10483200
adapter_full,all_active_10000,2,32,87548800,32,384,10485760,10483200
adapter_full,all_active_10000,3,32,82210100,32,384,10485760,10483200
adapter_full,all_active_10000,4,32,98499000,32,384,10485760,10483200
adapter_full,all_active_10000,5,32,89894300,32,384,10485760,10483200
adapter_full,all_active_10000,6,32,87601900,32,384,10485760,10483200
transform_convert,all_active_10000,0,32,366500,0,0,0,0
transform_convert,all_active_10000,1,32,384200,0,0,0,0
transform_convert,all_active_10000,2,32,369500,0,0,0,0
transform_convert,all_active_10000,3,32,394400,0,0,0,0
transform_convert,all_active_10000,4,32,366800,0,0,0,0
transform_convert,all_active_10000,5,32,389900,0,0,0,0
transform_convert,all_active_10000,6,32,401400,0,0,0,0
fresh_output,all_active_10000,0,32,88186200,96,384,25845760,10483200
fresh_output,all_active_10000,1,32,101101300,96,384,25845760,10483200
fresh_output,all_active_10000,2,32,92664600,96,384,25845760,10483200
fresh_output,all_active_10000,3,32,93367000,96,384,25845760,10483200
fresh_output,all_active_10000,4,32,106487200,96,384,25845760,10483200
fresh_output,all_active_10000,5,32,86297600,96,384,25845760,10483200
fresh_output,all_active_10000,6,32,101776500,96,384,25845760,10483200
alternate,all_active_10000,0,32,74710600,33,384,10885760,10483200
alternate,all_active_10000,1,32,82028600,32,384,10485760,10483200
alternate,all_active_10000,2,32,91106600,32,384,10485760,10483200
alternate,all_active_10000,3,32,77203100,32,384,10485760,10483200
alternate,all_active_10000,4,32,77112200,32,384,10485760,10483200
alternate,all_active_10000,5,32,83860900,32,384,10485760,10483200
alternate,all_active_10000,6,32,76885600,32,384,10485760,10483200
source_full,all_active_100000,0,32,79142400,32,480,83886080,83883520
source_full,all_active_100000,1,32,86346900,32,480,83886080,83883520
source_full,all_active_100000,2,32,75201000,32,480,83886080,83883520
source_full,all_active_100000,3,32,85122000,32,480,83886080,83883520
source_full,all_active_100000,4,32,94628900,32,480,83886080,83883520
source_full,all_active_100000,5,32,92120000,32,480,83886080,83883520
source_full,all_active_100000,6,32,98177500,32,480,83886080,83883520
adapter_full,all_active_100000,0,32,489866300,33,480,87886080,83883520
adapter_full,all_active_100000,1,32,486952800,32,480,83886080,83883520
adapter_full,all_active_100000,2,32,507628300,32,480,83886080,83883520
adapter_full,all_active_100000,3,32,488534100,32,480,83886080,83883520
adapter_full,all_active_100000,4,32,487425200,32,480,83886080,83883520
adapter_full,all_active_100000,5,32,487868200,32,480,83886080,83883520
adapter_full,all_active_100000,6,32,489760900,32,480,83886080,83883520
transform_convert,all_active_100000,0,32,4715000,0,0,0,0
transform_convert,all_active_100000,1,32,4478100,0,0,0,0
transform_convert,all_active_100000,2,32,4300300,0,0,0,0
transform_convert,all_active_100000,3,32,4445800,0,0,0,0
transform_convert,all_active_100000,4,32,4808000,0,0,0,0
transform_convert,all_active_100000,5,32,4466600,0,0,0,0
transform_convert,all_active_100000,6,32,4301400,0,0,0,0
fresh_output,all_active_100000,0,32,521333000,96,480,237486080,83883520
fresh_output,all_active_100000,1,32,502017100,96,480,237486080,83883520
fresh_output,all_active_100000,2,32,508781400,96,480,237486080,83883520
fresh_output,all_active_100000,3,32,518566400,96,480,237486080,83883520
