active,parked,commands,success_percent,order,shape,group,digest,A_n,A_p50,A_p95,A_p99,A_max,B_n,B_p50,B_p95,B_p99,B_max,Acontrol_n,Acontrol_p50,Acontrol_p95,Acontrol_p99,Acontrol_max,p50_change_percent,aa_p50_change_percent,round1_change_percent,round1_aa_percent,round2_change_percent,round2_aa_percent,round3_change_percent,round3_aa_percent
128,64,16,100,0,normal,warm_success,1475d98c3ade160a0844b615bfd9dffab2efa40d2e4536cd57b37be9cc2a2463,720,6200.0,8800,13400,1773600,720,5800.0,10200,24600,52700,720,6000.0,6900,11600,17000,-6.451612903225811,-3.2258064516129004,-6.451612903225811,-1.6129032258064502,-6.451612903225811,-1.6129032258064502,-4.8387096774193505,-43.548387096774185
128,64,64,0,0,capacity,batch,57bc764c80bfc4a98ba395d5f5f98a6cde2d75219b998d38967612eb57ee92e9,48,131750.0,175000,182600,182600,48,106450.0,167200,179800,179800,48,103100.0,163600,169100,169100,-19.20303605313093,-21.745730550284627,4.792490118577075,1.7292490118577142,-25.217391304347824,-26.413043478260867,-25.37450321002751,-29.593396514827276
128,64,64,0,0,capacity,rejected,57bc764c80bfc4a98ba395d5f5f98a6cde2d75219b998d38967612eb57ee92e9,3072,1800.0,3000,11800,21200,3072,1600.0,2700,9400,77200,3072,1600.0,2500,8500,17900,-11.111111111111116,-11.111111111111116,6.666666666666665,0.0,-16.666666666666664,-16.666666666666664,-26.086956521739136,-26.086956521739136
128,64,64,0,0,high_water,batch,0c8e08a117e276336127cb0712533fd3a6a977f7a17f0b6ea9bf94abf75ba53e,48,117200.0,187200,198700,198700,48,117500.0,188800,203300,203300,48,115800.0,183400,199700,199700,0.25597269624573205,-1.1945392491467532,2.8322440087146017,-0.34858387799564516,0.47557284911370346,0.12970168612191912,-19.402985074626866,-10.75305291723202
128,64,64,0,0,high_water,rejected,0c8e08a117e276336127cb0712533fd3a6a977f7a17f0b6ea9bf94abf75ba53e,3072,1700.0,3000,15400,74800,3072,1700.0,2800,15500,22000,3072,1700.0,2900,15000,72500,0.0,0.0,0.0,0.0,-11.111111111111116,-11.111111111111116,-9.999999999999998,-9.999999999999998
128,64,64,0,0,normal,batch,0f62a49c14344b07f944543ca66c908b9bbf8593da1c5c3cc5ca63e71d2d986c,48,99850.0,167400,170300,170300,48,100600.0,172600,388300,388300,48,98950.0,104900,110800,110800,0.7511266900350533,-0.9013520280420684,0.2513826043237799,0.10055304172951196,1.3533834586466176,-0.4511278195488688,-9.61136648558295,-33.22189720016715
128,64,64,0,0,normal,rejected,0f62a49c14344b07f944543ca66c908b9bbf8593da1c5c3cc5ca63e71d2d986c,3072,1600.0,2600,6100,15400,3072,1500.0,2700,6200,288600,3072,1400.0,1900,6000,12200,-6.25,-12.5,0.0,0.0,0.0,0.0,0.0,-35.29411764705882
128,64,64,50,0,normal,batch,53ef9dc6bec06645a9779da53fd3a99f835c59190e155df7ac29066795d9823d,48,267350.0,421400,2040300,2040300,48,262100.0,2044900,2064800,2064800,48,259100.0,279300,382600,382600,-1.9637179726949672,-3.085842528520666,1.226415094339628,-1.1886792452830197,-2.9902242668200074,1.5526164462334568,-22.41997792494481,-52.04194260485651
128,64,64,50,0,normal,cold_success,53ef9dc6bec06645a9779da53fd3a99f835c59190e155df7ac29066795d9823d,48,7800.0,13300,15700,15700,48,8250.0,16300,1779000,1779000,48,7350.0,13900,35600,35600,5.769230769230771,-5.769230769230771,13.0718954248366,-2.614379084967322,0.6578947368421018,-0.6578947368421018,11.45374449339207,-51.10132158590308
128,64,64,50,0,normal,warm_success,53ef9dc6bec06645a9779da53fd3a99f835c59190e155df7ac29066795d9823d,1488,2400.0,3900,4400,15100,1488,2200.0,3200,4000,1770000,1488,2400.0,2500,3100,8500,-8.333333333333337,0.0,-12.5,0.0,-12.5,0.0,-37.142857142857146,-57.14285714285714
128,64,64,50,0,normal,rejected,53ef9dc6bec06645a9779da53fd3a99f835c59190e155df7ac29066795d9823d,1536,5800.0,9300,11200,1773300,1536,5700.0,8900,20300,1776800,1536,5200.0,6400,11900,20100,-1.7241379310344862,-10.344827586206895,-1.7857142857142905,0.0,0.0,0.8928571428571397,-22.368421052631582,-56.57894736842105
128,64,64,100,0,capacity,batch,e4357ae4879f614a8ec6e3363f0840bd49762406c6b754ac59393992541d4c01,48,470150.0,790300,1527900,1527900,48,429350.0,620000,681100,681100,48,450850.0,703000,716100,716100,-8.678081463362751,-4.1050728490907185,-4.907975460122705,-0.08923591745677584,-13.681744091279546,-9.07701711491442,-36.83726848579104,-33.54305103916302
128,64,64,100,0,capacity,cold_success,e4357ae4879f614a8ec6e3363f0840bd49762406c6b754ac59393992541d4c01,48,14950.0,22600,31100,31100,48,12950.0,17900,18900,18900,48,10900.0,16500,17200,17200,-13.377926421404684,-27.090301003344486,20.895522388059696,8.955223880597018,-34.95145631067961,-36.24595469255664,-20.519480519480517,-30.38961038961039
128,64,64,100,0,capacity,warm_success,e4357ae4879f614a8ec6e3363f0840bd49762406c6b754ac59393992541d4c01,3024,7600.0,12500,14600,428200,3024,6700.0,9600,12200,105700,3024,7100.0,11200,12500,27600,-11.842105263157897,-6.578947368421051,-7.14285714285714,-1.4285714285714235,-13.33333333333333,-7.9999999999999964,-30.3921568627451,-25.49019607843137
128,64,64,100,0,high_water,batch,41e333731a698f888fd785a2ac0a19ca8d6bc60c46b321db781b391a1a586f94,48,482950.0,739500,788400,788400,48,446900.0,675800,743900,743900,48,472050.0,712400,731000,731000,-7.464540842737344,-2.256962418469821,-6.192733017377572,-1.5376513954712956,-11.589866347496514,-6.5629363654498345,-4.332023575638511,8.104125736738709
128,64,64,100,0,high_water,cold_success,41e333731a698f888fd785a2ac0a19ca8d6bc60c46b321db781b391a1a586f94,48,18550.0,24600,67400,67400,48,20100.0,26900,34800,34800,48,17650.0,24500,24900,24900,8.35579514824798,-4.851752021563338,13.404825737265424,-7.774798927613946,-10.093896713615024,-19.248826291079812,12.60273972602739,6.57534246575342
128,64,64,100,0,high_water,warm_success,41e333731a698f888fd785a2ac0a19ca8d6bc60c46b321db781b391a1a586f94,3024,7500.0,12100,13500,26900,3024,6800.0,10700,12400,52500,3024,7300.0,11200,12800,77800,-9.333333333333337,-2.6666666666666616,-7.042253521126762,0.0,-14.102564102564108,-10.256410256410254,-6.41025641025641,2.564102564102555
128,64,64,100,0,normal,batch,68eec18384c8db501a7ceaa7c1d71c3004c0034c5aae5be59add7c2cef47efb0,48,451050.0,668900,2253100,2253100,48,439750.0,720000,2263000,2263000,48,440600.0,524600,747100,747100,-2.505265491630637,-2.3168163174814294,-2.511191178076211,-2.7186374058303264,-4.380715817997061,0.32742463588122384,-21.741582084743026,-49.88722410182053
128,64,64,100,0,normal,cold_success,68eec18384c8db501a7ceaa7c1d71c3004c0034c5aae5be59add7c2cef47efb0,48,7750.0,13400,14200,14200,48,9250.0,16200,23700,23700,48,7500.0,8400,21900,21900,19.354838709677423,-3.2258064516129004,43.94904458598725,-2.547770700636942,2.7027027027026973,1.3513513513513598,0.42194092827003704,-54.00843881856541
128,64,64,100,0,normal,warm_success,68eec18384c8db501a7ceaa7c1d71c3004c0034c5aae5be59add7c2cef47efb0,3024,7200.0,10900,13700,1779100,3024,7000.0,11500,13800,1778400,3024,6400.0,7700,11400,303300,-2.777777777777779,-11.111111111111116,2.857142857142847,-1.4285714285714235,-4.347826086956519,0.0,-16.85393258426966,-47.19101123595506
128,4096,1,0,0,normal,batch,1af64d5498c3d65ab39f4cf03996ea0a9af194c41d2fbcb396422f14ddb3fd2d,48,11550.0,16100,19000,19000,48,11250.0,15000,1769700,1769700,48,10050.0,16300,17900,17900,-2.5974025974025983,-12.987012987012992,-10.984848484848486,-25.0,11.564625850340127,17.006802721088434,-8.846153846153848,-3.4615384615384603
128,4096,1,0,0,normal,rejected,1af64d5498c3d65ab39f4cf03996ea0a9af194c41d2fbcb396422f14ddb3fd2d,48,11550.0,16100,19000,19000,48,11250.0,15000,1769700,1769700,48,10050.0,16300,17900,17900,-2.5974025974025983,-12.987012987012992,-10.984848484848486,-25.0,11.564625850340127,17.006802721088434,-8.846153846153848,-3.4615384615384603
128,4096,1,100,0,normal,batch,22bd91962d949254b22ad5dc3ed3a35d8c087d44e9024bba65a25899de82336d,48,19950.0,24400,27200,27200,48,22350.0,33300,41600,41600,48,19200.0,29800,30800,30800,12.030075187969924,-3.759398496240607,17.71844660194175,-7.7669902912621325,24.418604651162788,4.3604651162790775,11.166253101736977,29.280397022332515
128,4096,1,100,0,normal,cold_success,22bd91962d949254b22ad5dc3ed3a35d8c087d44e9024bba65a25899de82336d,48,19950.0,24400,27200,27200,48,22350.0,33300,41600,41600,48,19200.0,29800,30800,30800,12.030075187969924,-3.759398496240607,17.71844660194175,-7.7669902912621325,24.418604651162788,4.3604651162790775,11.166253101736977,29.280397022332515
128,4096,16,0,0,normal,batch,1af64d5498c3d65ab39f4cf03996ea0a9af194c41d2fbcb396422f14ddb3fd2d,48,29400.0,42800,43900,43900,48,29700.0,42700,1796000,1796000,48,28700.0,42900,57000,57000,1.0204081632652962,-2.3809523809523836,8.605851979345957,-2.9259896729776247,1.7578125,-0.9765625,-25.31806615776081,0.0
128,4096,16,0,0,normal,rejected,1af64d5498c3d65ab39f4cf03996ea0a9af194c41d2fbcb396422f14ddb3fd2d,768,1200.0,7900,13900,15400,768,1200.0,8700,14100,1765000,768,1200.0,7800,13900,17500,0.0,0.0,0.0,0.0,0.0,0.0,-27.77777777777778,-5.555555555555558
128,4096,16,50,0,normal,batch,1df0b63d66ef4273ba96be9c7f7a0914b4e785f73b1cca67a9f6dd5f244c0d8c,48,129250.0,190100,294700,294700,48,76150.0,139100,270100,270100,48,129100.0,183800,190200,190200,-41.08317214700193,-0.11605415860734825,-43.83511225616489,-8.943687891056307,-38.279301745635905,7.39817123857025,-49.30362116991643,3.064066852367686
128,4096,16,50,0,normal,cold_success,1df0b63d66ef4273ba96be9c7f7a0914b4e785f73b1cca67a9f6dd5f244c0d8c,48,19300.0,27600,28600,28600,48,19750.0,36500,45500,45500,48,18850.0,28000,29200,29200,2.3316062176165886,-2.3316062176165775,1.7857142857142794,-5.35714285714286,11.075949367088601,14.240506329113934,-6.041666666666668,6.25
128,4096,16,50,0,normal,warm_success,1df0b63d66ef4273ba96be9c7f7a0914b4e785f73b1cca67a9f6dd5f244c0d8c,336,9100.0,13600,15200,18400,336,2200.0,3700,5000,7100,336,9400.0,13200,16300,22600,-75.82417582417582,3.296703296703307,-79.04761904761905,-14.28571428571429,-75.55555555555556,8.888888888888879,-79.64601769911505,0.8849557522123908
128,4096,16,50,0,normal,rejected,1df0b63d66ef4273ba96be9c7f7a0914b4e785f73b1cca67a9f6dd5f244c0d8c,384,5100.0,8400,12600,163200,384,4900.0,8900,16900,169700,384,5100.0,9500,11800,13100,-3.9215686274509776,0.0,-3.9215686274509776,0.0,-3.9215686274509776,0.0,-27.142857142857146,2.1428571428571352
128,4096,16,100,0,normal,batch,a6c066d937c508850f643af0349f41ec4e7ee2147eeb352e70626dd493d1a9bb,48,225450.0,1577700,2008800,2008800,48,107400.0,150100,152800,152800,48,215400.0,314200,328400,328400,-52.36194278110447,-4.457751164337987,-55.28662420382165,-10.021231422505306,-48.703307161551265,-0.23792529145848507,-60.66136610046981,9.269967473798335
128,4096,16,100,0,normal,cold_success,a6c066d937c508850f643af0349f41ec4e7ee2147eeb352e70626dd493d1a9bb,48,19550.0,27900,28600,28600,48,16700.0,23900,24500,24500,48,18250.0,30600,44200,44200,-14.57800511508951,-6.649616368286448,-18.734177215189874,-11.392405063291145,13.70716510903427,-0.9345794392523366,-32.76190476190476,4.190476190476189
128,4096,16,100,0,normal,warm_success,a6c066d937c508850f643af0349f41ec4e7ee2147eeb352e70626dd493d1a9bb,720,13100.0,19000,27600,1783500,720,5900.0,8500,10900,22900,720,12900.0,19500,25300,38600,-54.961832061068705,-1.526717557251911,-54.78927203065134,-1.9157088122605415,-54.6875,0.0,-64.88095238095238,4.464285714285721
128,4096,64,0,0,normal,batch,1af64d5498c3d65ab39f4cf03996ea0a9af194c41d2fbcb396422f14ddb3fd2d,48,106450.0,1818400,1877800,1877800,48,105050.0,167300,174200,174200,48,103850.0,175100,177400,177400,-1.3151714419915472,-2.442461249412875,-0.09380863039399889,-4.268292682926833,-0.1457725947521915,-0.4859086491739606,-30.062152437029766,5.593719332679092
128,4096,64,0,0,normal,rejected,1af64d5498c3d65ab39f4cf03996ea0a9af194c41d2fbcb396422f14ddb3fd2d,3072,1600.0,2700,10600,1769000,3072,1600.0,2700,9200,18200,3072,1700.0,2900,7900,19500,0.0,6.25,6.666666666666665,0.0,0.0,0.0,-15.789473684210531,15.789473684210531
128,4096,64,50,0,normal,batch,2fb9b9254c2849b0deed425b801e5f2a0de26dd39eba0430ad09f5395ed13aa7,48,531400.0,2265700,2273100,2273100,48,265050.0,327300,405700,405700,48,487350.0,712500,725300,725300,-50.122318404215285,-8.289424162589388,-50.703828828828826,-9.431306306306308,-46.640235844261454,-1.7586662600386327,-58.55001086405447,0.9922503078148681
128,4096,64,50,0,normal,cold_success,2fb9b9254c2849b0deed425b801e5f2a0de26dd39eba0430ad09f5395ed13aa7,48,21650.0,27900,30700,30700,48,16700.0,26300,33500,33500,48,17500.0,30200,35500,35500,-22.863741339491916,-19.16859122401847,-26.78983833718245,-23.094688221709003,-0.6172839506172867,0.6172839506172867,-30.51823416506718,5.566218809980805
128,4096,64,50,0,normal,warm_success,2fb9b9254c2849b0deed425b801e5f2a0de26dd39eba0430ad09f5395ed13aa7,1488,9100.0,13000,15000,1781500,1488,2200.0,2400,3500,9700,1488,9000.0,13000,14400,27500,-75.82417582417582,-1.098901098901095,-75.69060773480662,-1.6574585635359074,-75.2808988764045,0.0,-82.25806451612902,-0.8064516129032251
128,4096,64,50,0,normal,rejected,2fb9b9254c2849b0deed425b801e5f2a0de26dd39eba0430ad09f5395ed13aa7,1536,6300.0,9900,13900,1776800,1536,5600.0,7500,19000,35300,1536,6200.0,9900,11800,46800,-11.111111111111116,-1.5873015873015928,-5.1724137931034475,0.0,-5.0847457627118615,-1.6949152542372836,-33.720930232558146,-2.3255813953488413
128,4096,64,100,0,normal,batch,349bf018d04d9897274cf300db02ef0547a7c64b25a0d2da635539bd14e017f1,48,937400.0,2657000,2717700,2717700,48,439300.0,679800,695100,695100,48,879700.0,1237300,1286800,1286800,-53.13633454235118,-6.155323234478349,-54.03243012588009,-6.955408576914868,-51.668159426780115,-2.339901477832518,-55.12926066194632,-11.538778198583898
128,4096,64,100,0,normal,cold_success,349bf018d04d9897274cf300db02ef0547a7c64b25a0d2da635539bd14e017f1,48,21000.0,29400,31200,31200,48,16400.0,24800,40500,40500,48,16100.0,27800,28400,28400,-21.904761904761905,-23.33333333333333,-29.24528301886793,-25.47169811320755,-14.0625,0.31250000000000444,-24.571428571428566,-3.0476190476190435
128,4096,64,100,0,normal,warm_success,349bf018d04d9897274cf300db02ef0547a7c64b25a0d2da635539bd14e017f1,3024,14300.0,20300,23400,1784600,3024,6800.0,10900,13300,45700,3024,13800.0,20100,22200,47500,-52.44755244755245,-3.4965034965035002,-53.90070921985816,-4.255319148936165,-51.82481751824817,-0.7299270072992692,-59.01639344262295,-4.371584699453557
1024,64,1,0,0,normal,batch,bb96bad1e78b9340b00fb6b72fe4ddc31d359c1f90d5011405df09b840c1a189,48,46600.0,80500,94000,94000,48,46700.0,68700,81700,81700,48,52100.0,80700,89200,89200,0.21459227467810482,11.802575107296143,-1.7057569296375252,-3.518123667377404,-0.9345794392523366,0.9345794392523255,-8.628659476117107,-1.1556240369799742
1024,64,1,0,0,normal,rejected,bb96bad1e78b9340b00fb6b72fe4ddc31d359c1f90d5011405df09b840c1a189,48,46600.0,80500,94000,94000,48,46700.0,68700,81700,81700,48,52100.0,80700,89200,89200,0.21459227467810482,11.802575107296143,-1.7057569296375252,-3.518123667377404,-0.9345794392523366,0.9345794392523255,-8.628659476117107,-1.1556240369799742
1024,64,1,100,0,normal,batch,8cbb360029da8d93de819b7bc81b51881ec83f606b53067b37d1903ade151714,48,54050.0,76000,83300,83300,48,48950.0,76700,96600,96600,48,49050.0,83100,87900,87900,-9.435707678075856,-9.250693802035148,-1.8123667377398678,-1.7057569296375252,-28.180473372781066,-31.73076923076923,15.927750410509024,15.845648604269291
1024,64,1,100,0,normal,cold_success,8cbb360029da8d93de819b7bc81b51881ec83f606b53067b37d1903ade151714,48,54050.0,76000,83300,83300,48,48950.0,76700,96600,96600,48,49050.0,83100,87900,87900,-9.435707678075856,-9.250693802035148,-1.8123667377398678,-1.7057569296375252,-28.180473372781066,-31.73076923076923,15.927750410509024,15.845648604269291
1024,64,16,0,0,normal,batch,bb96bad1e78b9340b00fb6b72fe4ddc31d359c1f90d5011405df09b840c1a189,48,254600.0,381800,384000,384000,48,243100.0,309000,375600,375600,48,239500.0,379600,390200,390200,-4.516889238020427,-5.930871956009431,1.2387150955280202,-0.6928406466512715,-21.719309671116903,-22.87528492347769,-14.266141462579206,-9.727693098133239
1024,64,16,0,0,normal,rejected,bb96bad1e78b9340b00fb6b72fe4ddc31d359c1f90d5011405df09b840c1a189,768,13100.0,42500,69900,104900,768,13100.0,41100,53600,112000,768,13000.0,40900,60100,78400,0.0,-0.7633587786259555,0.7692307692307665,0.0,-28.80434782608695,-29.34782608695652,-27.071823204419886,-27.071823204419886
1024,64,16,50,0,normal,batch,b0f2f4a6c3b2178324df8267d3d9214cd2477a65bae3622d6922a36cfaa052ba,48,523000.0,770400,790200,790200,48,477900.0,668700,721500,721500,48,490750.0,756200,794000,794000,-8.623326959847033,-6.166347992351817,1.2345679012345734,0.8610851748106718,-29.855899129390572,-27.709396577604327,-32.58999242893523,-15.252254112464724
1024,64,16,50,0,normal,cold_success,b0f2f4a6c3b2178324df8267d3d9214cd2477a65bae3622d6922a36cfaa052ba,48,58350.0,76400,79300,79300,48,49100.0,72000,82900,82900,48,48300.0,74300,88300,88300,-15.852613538988859,-17.223650385604117,8.066298342541444,0.5524861878453136,-26.507936507936503,-28.095238095238095,-28.825622775800706,-3.2740213523131723
1024,64,16,50,0,normal,warm_success,b0f2f4a6c3b2178324df8267d3d9214cd2477a65bae3622d6922a36cfaa052ba,336,16300.0,27200,28400,37500,336,14300.0,21400,22600,22900,336,16100.0,25900,28200,40400,-12.269938650306745,-1.2269938650306789,-11.180124223602483,0.0,-35.30751708428246,-26.651480637813208,-40.49586776859504,-29.95867768595041
1024,64,16,50,0,normal,rejected,b0f2f4a6c3b2178324df8267d3d9214cd2477a65bae3622d6922a36cfaa052ba,384,44250.0,67200,80000,85900,384,39100.0,59500,66400,81300,384,39800.0,62000,73900,87200,-11.638418079096047,-10.056497175141244,-1.7587939698492483,-0.2512562814070307,-28.832116788321173,-27.372262773722632,-33.72582001682086,-11.269974768713208
1024,64,16,100,0,normal,batch,03b6e3ebd6ad6a6857d10fda71d6f4b274ff588dcdbcc6b32411101e3f010a58,48,781200.0,1118500,1188600,1188600,48,669450.0,1087300,1374600,1374600,48,702600.0,1117300,1187900,1187900,-14.304915514592931,-10.061443932411674,-4.536348025186032,-0.4507727532913619,-28.803026209132664,-25.268846257768175,-25.745242844051532,9.508921351948674
1024,64,16,100,0,normal,cold_success,03b6e3ebd6ad6a6857d10fda71d6f4b274ff588dcdbcc6b32411101e3f010a58,48,49600.0,77800,91500,91500,48,48400.0,77700,94900,94900,48,45500.0,83900,93600,93600,-2.4193548387096753,-8.266129032258062,10.033444816053505,0.6688963210702337,-7.396149949341435,-9.625126646403237,-26.84172137126185,4.157549234135671
1024,64,16,100,0,normal,warm_success,03b6e3ebd6ad6a6857d10fda71d6f4b274ff588dcdbcc6b32411101e3f010a58,720,44500.0,69200,80500,288500,720,40300.0,67600,71800,267600,720,43000.0,70300,76900,97300,-9.438202247191008,-3.3707865168539297,-6.04651162790698,-0.23255813953488857,-30.927835051546392,-26.28865979381443,-31.986531986531986,5.555555555555558
